slug,matching_criteria,new_criteria
get-ready-for-2021-a660443446,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-ie"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-ie"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-030dc1f35f,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""media"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""media"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-81a19a713e,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-183b9972e8,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""personal-service"",""oil-gas-coal"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""personal-service"",""oil-gas-coal"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-7fa3930469,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""creative"",""culture"",""education"",""export-to-eu"",""eu-domain-no"",""ip"",""ip-copyright"",""do-not-sell-to-public-sector"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""creative"",""culture"",""education"",""export-to-eu"",""eu-domain-no"",""ip"",""ip-copyright"",""do-not-sell-to-public-sector"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-41eb51a73f,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-66e003f7a8,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-7dfa752ad7,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""eu-domain"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-driving"",""visiting-uk"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""eu-domain"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-driving"",""visiting-uk"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-7a28d51aa5,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""retail-wholesale-x-food-drink-motors"",""restaurants-catering"",""eu-domain"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""ip-exhaustion-rights"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""retail-wholesale-x-food-drink-motors"",""restaurants-catering"",""eu-domain"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""ip-exhaustion-rights"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-ff18d9e740,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""rail-manufacture"",""export-to-eu"",""haulage-goods-across-eu-borders"",""eu-domain-no"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""rail-manufacture"",""export-to-eu"",""haulage-goods-across-eu-borders"",""eu-domain-no"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-325ffaaace,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-f93a1f7fc8,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""retail-wholesale-x-food-drink-motors"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""retail-wholesale-x-food-drink-motors"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""move-goods-ni"",""export-to-row"",""trade-developing"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-0731151fa3,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-9fe2eab04a,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""construction"",""environment"",""electricity"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""construction"",""environment"",""electricity"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-a2dae5ff77,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""family-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""family-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-8e870ff43e,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""forestry"",""import-from-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""forestry"",""import-from-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-fc3e2214e4,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""legal-service"",""creative"",""culture"",""digital"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""legal-service"",""creative"",""culture"",""digital"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-e69fa7a5ef,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain"",""ip"",""ip-copyright"",""ip-trade-marks"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""studying-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain"",""ip"",""ip-copyright"",""ip-trade-marks"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""studying-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-61dd1d00c8,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""trade-developing"",""eu-domain-no"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-row"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""trade-developing"",""eu-domain-no"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-row"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-df510eb43d,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""import-from-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""import-from-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-8f2b34a028,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""import-from-eu"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-driving"",""visiting-uk"",""retired"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""import-from-eu"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-driving"",""visiting-uk"",""retired"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-06c407630c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-bea116ba94,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""haulage-goods-across-eu-borders"",""export-to-row"",""trade-developing"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""haulage-goods-across-eu-borders"",""export-to-row"",""trade-developing"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
